"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","Q32","Q22_1","Q22_2","Q22_3","Q22_4","Q37","Q25","Q29","Q38","Q26","Q30","Q33","Q34","Q27","Q19","Q20","Q31","Q18","Q34.0","Q35","Q26.0","Q31.0","Q4","Q6","Q8","Q12","Q22","Q23","Q24","Q38_1","Q38_2","Q38_3","Q38_4","Q40","Q42","Q30.0","Q35.0","Q36","LocationLatitude","LocationLongitude","LocationAccuracy","grapes_total","almonds_total","mm_total","condition","Zgrapes","Zalmonds","Zmm","zoverall_food","Zgrapes_total","Zalmonds_total","Zmm_total","mm_grams","mm_accuracy","grapes_grams","grapes_accuracy","almonds_grams","almond_accuracy","overall_grams_inaccurate","overall_grams_eaten"
"R_6M4bm9VRQw3g2cB","Default Response Set","Anonymous","","","128.135.100.113","0",2015-02-23 15:43:25,2015-02-23 16:02:53,1,1,0,0,300.147,0,1,1,NA,1,1,15,6,9,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","very satisfied","&nbsp;","not at all","not at all",1,"Female",20,"Yes","How awareness of being watched affects food intake","yes",1,0,0,30.022,0,1,"SS",99,106,107,"41.780395507812","-87.602699279785","-1",115,8,7,"observed",-0.301078024318294,-0.700944949077277,-0.316134742027408,-1.31815771542298,0.667210331636268,-0.632188668879123,-0.562840794779791,7.2,-0.2,45,70,7.2,0.800000000000001,70.6,130
"R_5iGtOHTJcGdtorP","Default Response Set","Anonymous","","","128.135.100.113","0",2015-02-23 16:02:59,2015-02-23 16:18:21,1,1,0,0,300.17,0,1,NA,1,1,1,5,7,6,NA,NA,NA,1,"&nbsp;","&nbsp;","&nbsp;","not at all","not at all",1,"Female",22,"Yes","Food preferences","yes",1,0,0,30.026,0,1,"SS on phone at 2min",201,107,110,"41.780395507812","-87.602699279785","-1",13,7,4,"control",-1.25328261930085,-0.599288568340931,-0.611631607720683,-2.46420279536246,-1.2578191443326,-0.704918338750172,-0.811574970376529,4.8,-0.800000000000001,15,-2,8.4,-1.4,-4.2,24
"R_78qNypsw3lj83hb","Default Response Set","Anonymous","","","128.135.100.113","0",2015-02-23 16:18:28,2015-02-23 16:36:56,1,1,0,0,300.123,0,1,1,NA,1,1,50,15,10,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;",1,"Male",21,"No","Food consumed knowing being observed and possibly health food preference","no",NA,0,0,30.021,0,1,"SS",51,97,97,"41.780395507812","-87.602699279785","-1",163,17,17,"observed",3.03163805812065,0.213962477549832,-0.217635786796317,3.02796474887417,1.57310655562162,0.0223783599603239,0.266273123876,8,9,150,13,18,-1,21,197
"R_6EhTs7ybDzwH0jz","Default Response Set","Anonymous","","","128.135.100.113","0",2015-02-23 16:37:03,2015-02-23 17:04:08,1,1,0,0,308.475,0,1,1,NA,1,1,12,15,18,"&nbsp;","&nbsp;","&nbsp;",1,"very much","very satisfied","very satisfied","not at all","not at all",1,"Male",18,"No","Given grapes (sweet and a bit acidic), salted almonds (salty and hearty), and M&Ms (sweet), participants will eat more almonds and M&Ms than grapes.","yes",1,0,0,30.026,0,1,"SS",150,101,98,"41.780395507812","-87.602699279785","-1",64,13,16,"observed",-0.586739402813061,0.213962477549832,0.570355855052416,0.197578929789187,-0.295304406348165,-0.268540319523875,0.18336173201042,14.4,1.6,36,28,18,-5,24.6,93
"R_aVqpqG6L3kKnCfz","Default Response Set","Anonymous","","","128.135.100.113","0",2015-02-23 17:04:16,2015-02-23 17:42:35,1,1,0,0,300.096,0,1,1,NA,1,1,20,16,28,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","&nbsp;","&nbsp;","not at all","not at all",1,"Female",21,"Yes","That people who find out after that they were watched will eat more than those who find out before","yes",1,0,0,30.028,0,1,"SS",134,78,80,"41.780395507812","-87.602699279785","-1",80,36,34,"observed",0.175024273172984,0.315618858286177,1.55534540736333,2.04598853882249,0.00666100164695094,1.40424208751027,1.67576678559084,22.4,11.6,60,20,19.2,16.8,48.4,150
"R_0etgT2NdIB83MtT","Default Response Set","Anonymous","","","128.135.100.109","0",2015-02-23 17:42:40,2015-02-25 15:22:53,1,1,0,0,300.123,0,1,NA,1,1,1,20,20,25,"&nbsp;","&nbsp;","&nbsp;",1,"very much","very satisfied","very satisfied","not at all","not at all",1,"Male",22,"Yes","To see how we perceived food given a certain environment and presentation","no",NA,0,0,29.94,0,1,"",141,87,91,"41.780395507812","-87.602699279785","-1",73,27,23,"control",0.175024273172984,0.722244381231559,1.25984854167006,2.1571171960746,-0.125448864350912,0.74967505867082,0.763741475069474,20,3,60,13,24,3,19,123
"R_6DRl1d3ebJvx6BL","Default Response Set","Anonymous","","","128.135.100.109","0",2015-02-25 15:23:48,2015-02-25 16:07:52,1,1,0,0,300.124,0,1,1,NA,1,1,5,1,25,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","&nbsp;","&nbsp;","not at all","not at all",1,"Female",19,"Yes","The environment, look and variety of the food affected the taste of the food.","no",NA,0,0,30.028,0,1,"",191,114,81,"41.780395507812","-87.602699279785","-1",23,0,33,"observed",-1.25328261930085,-1.209226852759,1.25984854167006,-1.2026609303898,-1.06909076433565,-1.21402602784752,1.59285539372526,20,13,15,8,1.2,-1.2,19.8,56
"R_2nTyrcosTBymcLz","Default Response Set","Anonymous","","","128.135.100.109","0",2015-02-25 16:48:35,2015-02-25 17:00:16,1,1,9.349,9.349,300.112,1,1,1,NA,1,1,22,28,0,"&nbsp;","&nbsp;","&nbsp;",1,"very much","very satisfied","very satisfied","not at all","not at all",1,"Male",18,"Yes","People would eat the salty nuts and sweet M&Ms rather than the grapes","yes",1,0,0,19.737,0,1,"Asked skeptically if CCCS was a ""real organization""",16,45,114,"41.780395507812","-87.602699279785","-1",198,69,0,"observed",0.365465192169495,1.53549542712232,-1.20262533910723,0.698335280184585,2.23365588561093,3.8043211932549,-1.14322053783884,0,0,66,132,33.6,35.4,167.4,267
"R_0oCHoWOnRQgbrox","Default Response Set","Anonymous","","","128.135.100.109","0",2015-02-25 17:05:44,2015-02-25 17:18:40,1,1,0,0,300.29,0,1,NA,1,1,1,5,7,5,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;",1,"Female",19,"Yes","To what extent do people notice the high calorie content of relatively small portion sizes?","no",NA,0,0,30.026,0,1,"",201,91,110,"41.780395507812","-87.602699279785","-1",13,23,4,"control",-1.25328261930085,-0.599288568340931,-0.710130562951775,-2.56270175059356,-1.2578191443326,0.458756379186622,-0.811574970376529,4,0,15,-2,8.4,14.6,12.6,40
"R_cHA32yQizRrUx6Z","Default Response Set","Anonymous","","","128.135.100.109","0",2015-02-25 17:19:20,2015-02-25 17:35:00,1,1,0,0,300.095,0,1,1,NA,1,1,36,20,0,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","very satisfied","very satisfied","not at all","not at all",1,"Female",21,"Yes","Atmosphere in dining setting","yes",1,0,0,30.022,0,1,"Saw me checking in on her and expressed being uncomfortable being watched",19,93,115,"41.780395507812","-87.602699279785","-1",195,21,-1,"observed",1.69855162514507,0.722244381231559,-1.20262533910723,1.2181706672694,2.17703737161185,0.313297039444522,-1.22613192970442,0,-1,108,87,24,-3,83,215
"R_86ArILLAWICDQKF","Default Response Set","Anonymous","","","128.135.100.109","0",2015-02-25 17:43:57,2015-02-25 17:53:42,1,1,0,0,300.107,0,1,1,NA,1,1,20,6,10,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","&nbsp;","&nbsp;","not at all","not at all",1,"Female",20,"Yes","Don't know, maybe how environment contributes to food enjoyment?","no",NA,0,0,30.022,0,1,"",119,102,104,"41.780395507812","-87.602699279785","-1",95,12,10,"observed",0.175024273172984,-0.700944949077277,-0.217635786796317,-0.743556462700609,0.289753571642372,-0.341269989394924,-0.314106619183054,8,2,60,35,7.2,4.8,41.8,117
"R_3OT1mg0jNbEO4Vn","Default Response Set","Anonymous","","","128.135.100.109","0",2015-02-26 15:29:45,2015-02-26 15:42:19,1,1,0,0,300.113,0,1,1,NA,1,1,17,7,13,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","very satisfied","&nbsp;","&nbsp;","&nbsp;",1,"Female",18,"Yes","People will eat more than they think when presented with food","no",NA,0,0,30.026,0,1,"",135,104,101,"41.780395507812","-87.602699279785","-1",79,10,13,"observed",-0.110637105321783,-0.599288568340931,0.0778610788969578,-0.632064594765756,-0.0122118363527438,-0.486729329137023,-0.0653724435863168,10.4,2.6,51,28,8.4,1.6,32.2,102
"R_7aGV4eOroW3y2MZ","Default Response Set","Anonymous","","","128.135.100.109","0",2015-02-26 15:51:17,2015-02-26 16:03:01,1,1,0,0,300.183,0,1,1,NA,1,1,25,20,15,"&nbsp;","many","&nbsp;",1,"&nbsp;","very satisfied","very satisfied","not at all","not at all",1,"Female",19,"Yes","People eat more when they think no one is watching.","yes",1,0,0,30.023,0,1,"",104,106,99,"41.780395507812","-87.602699279785","-1",110,8,15,"observed",0.651126570664262,0.722244381231559,0.274858989359141,1.64822994125496,0.572846141637794,-0.632188668879123,0.100450340144841,12,3,75,35,24,-16,22,133
"R_bedJdYQlNDmGYGV","Default Response Set","Anonymous","","","128.135.100.109","0",2015-02-26 16:38:28,2015-02-26 16:49:09,1,1,0,0,300.139,0,1,NA,1,1,1,18,12,7,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","&nbsp;","&nbsp;","not at all","not at all",1,"Male",18,"Yes","How do people eat when they think no one is watching","yes",1,0,0,30.021,0,1,"",112,83,105,"41.780395507812","-87.602699279785","-1",102,31,9,"control",-0.015416645823527,-0.0910066646592043,-0.513132652489592,-0.619555962972323,0.421863437640236,1.04059373815502,-0.397018011048633,5.6,3.4,54,48,14.4,16.6,68,142
"R_57jeCyXjRM2NYJn","Default Response Set","Anonymous","","","128.135.100.109","0",2015-02-26 16:50:44,2015-02-26 17:12:10,1,1,0,0,300.135,0,1,NA,1,1,1,20,6,10,"&nbsp;","&nbsp;","&nbsp;",1,"very much","very satisfied","very satisfied","&nbsp;","&nbsp;",1,"Female",22,"Yes","Amount of food differs based on whether or not another person was watching.","yes",1,0,0,30.022,0,1,"",87,106,100,"41.780395507812","-87.602699279785","-1",127,8,14,"control",0.175024273172984,-0.700944949077277,-0.217635786796317,-0.743556462700609,0.893684387632605,-0.632188668879123,0.0175389482792623,8,6,60,67,7.2,0.800000000000001,73.8,149
"R_3mAcevwrDwILtGt","Default Response Set","Anonymous","","","128.135.100.109","0",2015-02-26 17:13:44,2015-02-26 17:28:17,1,1,0.017,0.017,300.127,1,1,NA,1,1,1,20,0,0,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;",1,"Male",21,"Yes","Whether people eat different foods when they feel like they are being watched","yes",1,0,0,30.027,0,1,"I think he saw me watch and he didn't eat anything but grapes (see below)",49,113,113,"41.780395507812","-87.602699279785","-1",165,1,1,"control",0.175024273172984,-1.31088323349535,-1.20262533910723,-2.3384842994296,1.61085223162101,-1.14129635797647,-1.06030914597327,0,1,60,105,0,1,107,167
"R_3xEGdwbBMl91ril","Default Response Set","Anonymous","","","128.135.100.114","0",2015-02-27 13:19:02,2015-02-27 13:44:18,1,1,0,0,371.742,0,1,1,NA,1,1,30,2,2,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","very satisfied","&nbsp;","&nbsp;","&nbsp;",1,"Male",20,"Yes","How people's eating habits change based on some social context?","yes",1,0,0,30.026,0,1,"",71,111,113,"41.780395507812","-87.602699279785","-1",143,3,1,"observed",1.12722886815554,-1.10757047202266,-1.00562742864505,-0.985969032512167,1.19564979562772,-0.995837018234371,-1.06030914597327,1.6,-0.6,90,53,2.4,0.6,53,147
"R_b9pjNirxs5XRlVX","Default Response Set","Anonymous","","","128.135.100.114","0",2015-02-27 13:44:22,2015-02-27 13:53:58,1,1,0,0,300.127,0,1,NA,1,1,1,1,6,14,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","very satisfied","&nbsp;","&nbsp;","&nbsp;",1,"Male",18,"Yes","That people wouldn't eat much when presented a bunch of snaqz","yes",1,0,0,30.027,0,1,"",209,105,94,"41.780395507812","-87.602699279785","-1",5,9,20,"control",-1.63416445729387,-0.700944949077277,0.176360034128049,-2.1587493722431,-1.40880184833016,-0.559458999008073,0.515007299472737,11.2,8.8,3,2,7.2,1.8,12.6,34
"R_3KRhGXrwpZ6h9Up","Default Response Set","Anonymous","","","128.135.100.114","0",2015-02-27 13:55:07,2015-02-27 14:08:55,1,1,0,0,300.094,0,1,1,NA,1,1,10,5,0,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","&nbsp;","&nbsp;","not at all","not at all",1,"Female",18,"No","People eat more when they're not being observed","yes",1,0,0,30.025,0,1,"",152,107,113,"41.780395507812","-87.602699279785","-1",62,7,1,"observed",-0.777180321809572,-0.802601329813622,-1.20262533910723,-2.78240699073043,-0.333050082347555,-0.704918338750172,-1.06030914597327,0,1,30,32,6,1,34,70
"R_9B4Kbnuf1LYroxv","Default Response Set","Anonymous","","","128.135.100.114","0",2015-02-27 14:09:00,2015-02-27 14:25:48,1,1,0,0,300.109,0,1,NA,1,1,1,20,40,2,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","very satisfied","&nbsp;","&nbsp;","&nbsp;",1,"Male",20,"Yes","how much food people eat when they are alone","yes",1,0,0,30.026,0,1,"",146,79,112,"41.780395507812","-87.602699279785","-1",68,35,2,"control",0.175024273172984,2.75537199595847,-1.00562742864505,1.9247688404864,-0.219813054349386,1.33151241763922,-0.977397754107687,1.6,0.4,60,8,48,-13,-4.6,105
"R_5bSCEhNiTuYKcrX","Default Response Set","Anonymous","","","128.135.100.114","0",2015-02-27 14:30:51,2015-02-27 14:40:00,1,1,0,0,300.227,0,1,1,NA,1,1,20,30,20,"&nbsp;","&nbsp;","&nbsp;",1,"very much","very satisfied","&nbsp;","&nbsp;","&nbsp;",1,"Female",19,"Yes","Something about how observed people felt while eating","yes",1,0,0,30.026,0,1,"",172,95,95,"41.780395507812","-87.602699279785","-1",42,19,19,"observed",0.175024273172984,1.73880818859501,0.767353765514599,2.6811862272826,-0.71050684234145,0.167837699702423,0.432095907607158,16,3,60,-18,36,-17,-32,80
"R_43itDbqvWjhwDRz","Default Response Set","Anonymous","","","128.135.100.114","0",2015-02-27 14:40:06,2015-02-27 14:55:19,1,1,0,0,318.817,0,1,NA,1,1,1,7,6,14,"&nbsp;","&nbsp;","&nbsp;",1,"very much","very satisfied","very satisfied","not at all","not at all",1,"Male",20,"No","People will not pay attention to how much they eat
","yes",1,19.531,19.531,30.026,1,1,"",177,104,97,"41.780395507812","-87.602699279785","-1",37,10,17,"control",-1.06284170030434,-0.700944949077277,0.176360034128049,-1.58742661525357,-0.804871032339924,-0.486729329137023,0.266273123876,11.2,5.8,21,16,7.2,2.8,24.6,64
"R_724WQlhzXvGLfet","Default Response Set","Anonymous","","","128.135.100.114","0",2015-02-27 14:55:23,2015-02-27 15:18:20,1,1,0,0,300.114,0,1,NA,1,1,1,20,15,20,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","&nbsp;","very satisfied","&nbsp;","&nbsp;",1,"Male",19,"Yes","Determine how much food people would eat if left unobserved","yes",1,0,0,19.406,0,1,"",165,99,95,"41.780395507812","-87.602699279785","-1",49,15,19,"control",0.175024273172984,0.213962477549832,0.767353765514599,1.15634051623741,-0.578396976343587,-0.123080979781775,0.432095907607158,16,3,60,-11,18,-3,-11,83
"R_d0TAFcX0TA6bVpb","Default Response Set","Anonymous","","","128.135.100.114","0",2015-02-27 15:18:28,2015-02-27 17:02:13,1,1,0,0,300.253,0,1,NA,1,1,1,40,30,5,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","very satisfied","&nbsp;","&nbsp;","not at all",1,"Male",21,"Yes","I'm not sure","yes",1,0,0,20.36,0,1,"",54,80,110,"41.780395507812","-87.602699279785","-1",160,34,4,"control",2.0794334631381,1.73880818859501,-0.710130562951775,3.10811108878133,1.51648804162253,1.25878274776817,-0.811574970376529,4,0,120,40,36,-2,38,198
"R_brYSHhz5WWhU3BP","Default Response Set","Anonymous","","","128.135.100.114","0",2015-02-27 17:02:18,2015-02-27 17:21:18,1,1,0,0,300.119,0,1,NA,1,1,1,20,20,20,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","&nbsp;","&nbsp;","not at all","not at all",1,"Female",18,"Yes","Something about the relationship between the healthiness of foods and being left alone with 3 different levels of healthiness","yes",1,0,0,30.026,0,1,"",144,86,103,"41.780395507812","-87.602699279785","-1",70,28,11,"control",0.175024273172984,0.722244381231559,0.767353765514599,1.66462241991914,-0.182067378349997,0.82240472854187,-0.231195227317475,16,-5,60,10,24,4,9,109
"R_bBj90BJYrZMcNA9","Default Response Set","Anonymous","","","128.135.100.114","0",2015-02-27 17:21:23,2015-02-27 17:39:14,1,1,0,0,300.151,0,1,1,NA,1,1,10,10,10,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;",1,"Male",18,"Yes","People eat less when they feel like they are being observed.","yes",1,0,0,30.026,0,1,"",181,105,107,"41.780395507812","-87.602699279785","-1",33,9,7,"observed",-0.777180321809572,-0.294319426131895,-0.217635786796317,-1.28913553473778,-0.880362384338703,-0.559458999008073,-0.562840794779791,8,-1,30,3,12,-3,-1,49
"R_3yLACBMmQo1rJqd","Default Response Set","Anonymous","","","128.135.100.114","0",2015-02-27 17:39:18,2015-02-27 18:00:33,1,1,0,0,306.264,0,1,1,NA,1,1,20,30,15,"&nbsp;","&nbsp;","&nbsp;",1,"very much","&nbsp;","&nbsp;","&nbsp;","very much",1,"Male",19,"No","I don't have anything in mind","yes",1,29.792,29.792,30.028,1,1,"",144,59,105,"41.780395507812","-87.602699279785","-1",70,55,9,"observed",0.175024273172984,1.73880818859501,0.274858989359141,2.18869145112714,-0.182067378349997,2.78610581506021,-0.397018011048633,12,-3,60,10,36,19,26,134
"R_249tdOpXsRPmcrH","Default Response Set","Anonymous","","","128.135.100.114","0",2015-03-02 16:16:20,2015-03-02 16:53:10,1,1,0,0,311.398,0,1,1,NA,1,1,22,18,19,"&nbsp;","&nbsp;","&nbsp;",1,"very much","very satisfied","&nbsp;","not at all","not at all",1,"Female",18,"Yes","Maybe you were testing if the practice of healthy habits, like the hand sanitizer and the napkin, made people more conscious of how much/what kinds of food they were eating. I'm not really sure.","yes",1,0,0,30.028,0,1,"SS",74,95,100,"41.780395507812","-87.602699279785","-1",140,19,14,"observed",0.365465192169495,0.518931619758868,0.668854810283507,1.55325162221187,1.13903128162864,0.167837699702423,0.0175389482792623,15.2,-1.2,66,74,21.6,-2.6,70.2,173
"R_dd6urQE19O6xIA5","Default Response Set","Anonymous","","","128.135.100.114","0",2015-03-02 16:53:18,2015-03-02 17:13:27,1,1,0,0,300.146,0,1,NA,1,1,1,10,6,0,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","very satisfied","&nbsp;","&nbsp;","not at all",1,"Male",19,"Yes","People will eat more than usual when unobserved","no",NA,0,0,30.022,0,1,"SS on phone during some",179,97,111,"41.780395507812","-87.602699279785","-1",35,17,3,"control",-0.777180321809572,-0.700944949077277,-1.20262533910723,-2.68075060999408,-0.842616708339314,0.0223783599603239,-0.894486362242108,0,3,30,5,7.2,9.8,17.8,55
"R_2r671aj1BhqQXvT","Default Response Set","Anonymous","","","128.135.100.114","0",2015-03-02 17:13:32,2015-03-03 15:28:43,1,1,0,0,357.926,0,1,1,NA,1,1,30,10,10,"&nbsp;","&nbsp;","&nbsp;",1,"very much","very satisfied","very satisfied","&nbsp;","&nbsp;",1,"Female",18,"Yes","people will eat less/healthier if they are dissatisfied with the options or feel like someone is watching them","no",NA,0,0,30.028,0,1,"",77,97,105,"41.780395507812","-87.602699279785","-1",137,17,9,"observed",1.12722886815554,-0.294319426131895,-0.217635786796317,0.615273655227328,1.08241276762955,0.0223783599603239,-0.397018011048633,8,1,90,47,12,5,53,163
"R_1BT1z2OyDLGF3kF","Default Response Set","Anonymous","","","128.135.100.114","0",2015-03-03 15:30:34,2015-03-03 15:54:09,1,1,0,0,300.18,0,1,1,NA,1,1,10,4,10,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","&nbsp;","&nbsp;","not at all","not at all",1,"Male",20,"No","What factors such as age, gender, and ethnicity affect people's perception of food characteristics such as caloric intake and quantity?","yes",1,0,0,30.024,0,1,"",191,109,104,"41.780395507812","-87.602699279785","-1",23,5,10,"observed",-0.777180321809572,-0.904257710549967,-0.217635786796317,-1.89907381915586,-1.06909076433565,-0.850377678492272,-0.314106619183054,8,2,30,-7,4.8,0.2,-4.8,38
"R_cFIpyzRyzFhGByl","Default Response Set","Anonymous","","","128.135.100.114","0",2015-03-03 15:54:16,2015-03-03 16:11:05,1,1,0,0,300.157,0,1,1,NA,1,1,25,15,10,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","&nbsp;","&nbsp;","very much","very much",1,"Female",19,"Yes","Women will feel more watched while eating the food","yes",1,0,0,30.025,0,1,"",129,99,98,"41.780395507812","-87.602699279785","-1",85,15,16,"observed",0.651126570664262,0.213962477549832,-0.217635786796317,0.647453261417777,0.101025191645425,-0.123080979781775,0.18336173201042,8,8,75,10,18,-3,15,116
"R_0xhfF5Q8zkCPA2N","Default Response Set","Anonymous","","","128.135.100.114","0",2015-03-03 16:11:09,2015-03-03 16:29:02,1,1,0,0,300.142,0,1,1,NA,1,1,25,4,0,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","&nbsp;","very satisfied","&nbsp;","&nbsp;",1,"Female",20,"Yes","What sort of foods people preferred to eat","no",NA,0,0,30.024,0,1,"",105,111,113,"41.780395507812","-87.602699279785","-1",109,3,1,"observed",0.651126570664262,-0.904257710549967,-1.20262533910723,-1.45575647899294,0.553973303638099,-0.995837018234371,-1.06030914597327,0,1,75,34,4.8,-1.8,33.2,113
"R_20q3EL6KfGpXr6J","Default Response Set","Anonymous","","","128.135.100.114","0",2015-03-03 16:30:14,2015-03-03 17:10:39,1,1,0,0,300.137,0,1,NA,1,1,1,10,20,0,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","very satisfied","very satisfied","not at all","not at all",1,"Female",19,"Yes","I think you were testing what types of food and how much food people ate depending on whether they felt observed by others or not.","yes",1,0,0,30.028,0,1,"",72,86,113,"41.780395507812","-87.602699279785","-1",142,28,1,"control",-0.777180321809572,0.722244381231559,-1.20262533910723,-1.25756127968525,1.17677695762803,0.82240472854187,-1.06030914597327,0,1,30,112,24,4,117,171
"R_bwHZrTODLfbRKO9","Default Response Set","Anonymous","","","128.135.100.110","0",2015-03-04 14:16:07,2015-03-04 14:46:50,1,1,0,0,300.109,0,1,1,NA,1,1,25,35,40,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;",1,"Female",18,"Yes","No idea.","yes",1,0,0,30.025,0,1,"SS NEW BOWLS 6g",175,89,87,"41.780395507812","-87.602699279785","-1",47,33,35,"observed",0.651126570664262,2.24709009227674,2.73733287013643,5.63554953307743,-0.616142652342976,1.18605307789712,1.59285539372526,32,3,75,-28,42,-9,-34,115
"R_6JVpf6xtLfHZy2p","Default Response Set","Anonymous","","","128.135.100.110","0",2015-03-04 14:46:57,2015-03-04 15:33:22,1,1,0,0,300.107,0,1,1,NA,1,1,12,10,30,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","&nbsp;","&nbsp;","not at all","not at all",1,"Male",19,"Yes","I think you were testing whether the taste-testers' awareness or lack of awareness of the fact that they are being watched affects the amount of food they take in.","yes",1,0,0,16.379,0,1,"SS NEW BOWL 6g",172,98,88,"41.780395507812","-87.602699279785","-1",50,24,34,"observed",-0.586739402813061,-0.294319426131895,1.75234331782551,0.871284488880559,-0.559524138343892,0.531486049057671,0.846652866935053,24,10,36,14,12,12,36,108
"R_6W1VLyyE0UmQbul","Default Response Set","Anonymous","","","128.135.100.110","0",2015-03-04 15:33:33,2015-03-04 15:49:55,1,1,0,0,300.131,0,1,NA,1,1,1,17,20,14,NA,NA,NA,1,"very much","very satisfied","very satisfied","&nbsp;","&nbsp;",1,"Male",19,"Yes","I have no idea.","yes",1,0,0,30.023,0,1,"SS new bowl may have seen comments",113,73,81,"41.780395507812","-87.602699279785","-1",109,49,41,"control",-0.110637105321783,0.722244381231559,0.176360034128049,0.787967310037825,0.553973303638099,2.42245746570496,2.2561465286499,11.2,29.8,51,58,24,25,112.8,199
"R_1zesfcy3DS0A3wp","Default Response Set","Anonymous","","","128.135.100.110","0",2015-03-04 15:50:02,2015-03-04 16:11:16,1,1,0,0,300.154,0,1,NA,1,1,1,35,10,10,"&nbsp;","&nbsp;","&nbsp;",1,"very much","&nbsp;","&nbsp;","&nbsp;","not at all",1,"Female",18,"Yes","something to do with the quantity and type of food eaten when in behavioral study setting. Im not too sure: I am a college student. I have not seen fresh grapes in weeks. I was focused on consuming as many as possible.","yes",1,0,0,30.031,0,1,"SS new cup",32,96,96,"41.780395507812","-87.602699279785","-1",190,26,26,"control",1.60333116564682,-0.294319426131895,-0.217635786796317,1.09137595271861,2.08267318161338,0.676945388799771,1.01247565066621,8,18,105,85,12,14,117,242
"R_2gkp0gRj8yXSOKp","Default Response Set","Anonymous","","","128.135.100.110","0",2015-03-04 16:11:24,2015-03-04 17:02:19,1,1,0,0,300.124,0,1,NA,1,1,1,20,0,10,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;",NA,"&nbsp;","&nbsp;","&nbsp;",1,"Female",19,"Yes","To observe how much people ate and how much variety they had.","yes",1,0,0,30.027,0,1,"SS NEW BOWL on phone for entirety it seemed",129,107,95,"41.780395507812","-87.602699279785","-1",93,15,27,"control",0.175024273172984,-1.31088323349535,-0.217635786796317,-1.35349474711868,0.252007895642983,-0.123080979781775,1.09538704253179,8,19,60,33,0,15,67,135
"R_0kTGFu3ht2uSodf","Default Response Set","Anonymous","","","128.135.100.110","0",2015-03-04 17:02:27,2015-03-05 15:15:04,1,1,0,0,300.174,0,1,NA,1,1,1,10,10,20,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","&nbsp;","&nbsp;","not at all","not at all",1,"Female",21,"Yes","No clue","no",NA,0,0,30.028,0,1,"",167,103,99,"41.780395507812","-87.602699279785","-1",47,11,15,"control",-0.777180321809572,-0.294319426131895,0.767353765514599,-0.304145982426868,-0.616142652342976,-0.413999659265974,0.100450340144841,16,-1,30,17,12,-1,15,73
"R_2s0kxCvLvmSjq2p","Default Response Set","Anonymous","","","128.135.100.110","0",2015-03-05 16:18:29,2015-03-05 16:30:26,1,1,0,0,324.595,0,1,1,NA,1,1,14,2,10,"&nbsp;","&nbsp;","&nbsp;",1,"&nbsp;","very satisfied","&nbsp;","&nbsp;","&nbsp;",1,"Female",19,"Yes","When people are presented with a variety of food, they eat more than they realize.","no",NA,0,0,30.024,0,1,"",159,111,106,"41.780395507812","-87.602699279785","-1",55,3,8,"observed",-0.396298483816549,-1.10757047202266,-0.217635786796317,-1.72150474263552,-0.465159948345418,-0.995837018234371,-0.479929402914212,8,0,42,13,2.4,0.6,13.6,66
