"ResponseID","IPAddress","StartDate","EndDate","Obs","Action","Estimate","Objcorrect","Accuracy","Objworked","Check","Gender","Age","Check2","accuracy_worked","incorrect"
"R_5jt3BF8LAhO1Cuh","58.247.52.2",2016-03-03 17:18:37,2016-03-03 17:25:25,"Observed","Action",12,13,1,13,"Observed","Female",23,"Correct",1,0
"R_5dLQxB3UkVcrU33","58.247.52.2",2016-03-04 14:41:47,2016-03-04 14:56:59,"Observed","Action",12,14,2,15,"Observed","Male",18,"Correct",3,1
"R_egLpJMBBwvWTtid","108.61.250.50",2016-03-04 15:46:55,2016-03-04 15:52:38,"Observed","Action",13,8,-5,9,"Observed","Female",20,"Correct",-4,1
"R_cMuTAmN003Jx0wZ","58.247.52.2",2016-03-04 13:44:49.000002,2016-03-04 13:51:48,"Observed","Action",14,19,5,19,"Observed","Female",18,"Correct",5,0
"R_ekuFBRKrIJmGktv","58.247.52.2",2016-03-03 12:16:04.000002,2016-03-03 12:28:29,"Observed","Action",15,17,2,17,"Observed","Male",19,"Correct",2,0
"R_01VqmkSm7GN6jfn","58.247.52.2",2016-03-03 12:24:13,2016-03-03 12:32:44,"Observed","Action",15,21,6,21,"Observed","Female",20,"Correct",6,0
"R_dp4O1BSwUk52MbX","58.247.52.2",2016-03-03 12:30:30.000002,2016-03-03 12:37:04,"Observed","Action",15,12,-3,12,"Observed","Female",20,"Correct",-3,0
"R_1ZCsMixp1xsPCBf","108.61.250.50",2016-03-03 13:36:21,2016-03-03 13:50:22,"Observed","Action",15,16,1,16,"Observed","Female",19,"Correct",1,0
"R_2gf5sVafgbh1wEd","58.247.52.2",2016-03-03 12:18:55.999998,2016-03-03 15:44:34,"Observed","Action",15,18,3,18,"Observed","Male",18,"Correct",3,0
"R_9RKkP97QUbIYtmt","108.61.250.50",2016-03-03 16:29:18,2016-03-03 16:35:42.000002,"Observed","Action",15,16,1,16,"Observed","Female",20,"Correct",1,0
"R_0Mzlf0EPsxzDueN","58.247.52.2",2016-03-03 16:47:26,2016-03-03 16:55:51.000002,"Observed","Action",15,20,5,20,"Observed","Male",18,"Correct",5,0
"R_01WemyTmymjmub3","58.247.52.2",2016-03-03 16:50:47,2016-03-03 16:57:59,"Observed","Action",15,15,0,15,"Observed","Female",19,"Correct",0,0
"R_6h7S4v73atjwwGF","58.247.52.2",2016-03-04 12:12:28.000002,2016-03-04 13:13:44,"Observed","Action",15,19,4,19,"Observed","Female",18,"Correct",4,0
"R_ai7FuQIhWuIOa7r","58.247.52.2",2016-03-04 13:21:27.000002,2016-03-04 13:37:29,"Observed","Action",15,19,4,19,"Observed","Male",18,"Correct",4,0
"R_6nTQEOuFlKUBy29","58.247.52.2",2016-03-04 14:11:51.999998,2016-03-04 14:29:40.999998,"Observed","Action",15,20,5,20,"Observed","Male",17,"Correct",5,0
"R_0SUX4RwUPga2rjf","108.61.250.50",2016-03-04 15:13:29,2016-03-04 15:24:20,"Observed","Action",15,12,-3,13,"Observed","Male",19,"Correct",-2,1
"R_3PfJmtyH15p5VsN","108.61.250.50",2016-03-04 15:22:22,2016-03-04 15:29:06,"Observed","Action",15,22,7,23,"Observed","Male",19,"Correct",8,1
"R_5c1tMzYaUiZtvSJ","58.247.52.2",2016-03-04 15:36:36.000002,2016-03-04 15:42:42.999998,"Observed","Action",15,24,9,26,"Observed","Female",18,"Correct",11,2
"R_eKhLd6nAxkyL9Vb","58.247.52.2",2016-03-04 15:51:32.000002,2016-03-04 15:58:01.000002,"Observed","Action",15,20,5,20,"Observed","Male",18,"Correct",5,0
"R_9vOILPRtotSzSi9","108.61.250.50",2016-03-04 15:48:55,2016-03-04 16:36:07,"Observed","Action",16,17,1,17,"Observed","Male",20,"Correct",1,0
"R_bmDajTORKvPQIFn","58.247.52.2",2016-03-03 12:21:55,2016-03-03 12:29:22.000002,"Observed","Action",20,22,2,23,"Observed","Male",18,"Correct",3,1
"R_cMku2TE3uc06kAd","58.247.52.2",2016-03-03 12:33:38.999998,2016-03-03 12:46:15,"Observed","Action",20,18,-2,18,"Observed","Female",20,"Correct",-2,0
"R_0VAe4wNt78Fkfch","58.247.52.2",2016-03-03 12:57:06,2016-03-03 13:11:05,"Observed","Action",20,17,-3,18,"Observed","Male",18,"Correct",-2,1
"R_6sZLRbW848TVxSB","58.247.52.2",2016-03-03 12:37:34.999998,2016-03-03 14:38:36,"Observed","Action",20,25,5,25,"Observed","Male",19,"Correct",5,0
"R_6htV6gLAtyqJ34F","58.247.52.2",2016-03-03 13:21:22,2016-03-03 15:28:18,"Observed","Action",20,12,-8,13,"Observed","Female",20,"Correct",-7,1
"R_39jowtIqBXu8HKl","108.61.250.50",2016-03-03 14:32:32.999998,2016-03-03 15:38:01,"Observed","Action",20,24,4,24,"Observed","Male",21,"Correct",4,0
"R_9WXSSau3ckoujiJ","58.247.52.2",2016-03-03 15:33:44,2016-03-03 15:55:08.000002,"Observed","Action",20,9,-11,9,"Unobserved","Female",20,"-2",-11,0
"R_0kNWr4ubcT5eTRP","58.247.52.2",2016-03-03 16:58:47.999998,2016-03-04 12:30:16.999998,"Observed","Action",20,40,20,40,"Observed","Female",19,"Correct",20,0
"R_bvJxP3X3C8yA8y9","58.247.52.2",2016-03-04 12:47:23,2016-03-04 12:56:34.999998,"Observed","Action",20,18,-2,19,"Observed","Female",19,"Correct",-1,1
"R_8AMF3vcZ0dse2Wx","58.247.52.2",2016-03-04 13:25:29,2016-03-04 13:32:13,"Observed","Action",20,16,-4,16,"Observed","Male",19,"Correct",-4,0
"R_0OOeBf3Eg8fQL1r","58.247.52.2",2016-03-04 13:15:06.000002,2016-03-04 13:46:12.000002,"Observed","Action",20,14,-6,14,"Observed","Female",19,"Correct",-6,0
"R_bmEDoXA1dEYfKrr","108.61.250.50",2016-03-04 14:08:36.000002,2016-03-04 14:15:06.999998,"Observed","Action",20,19,-1,19,"Observed","Female",18,"Correct",-1,0
"R_6Mz1aqQS6KpOded","58.247.52.2",2016-03-04 14:24:00.000002,2016-03-04 14:30:29,"Observed","Action",20,15,-5,16,"Observed","Female",18,"Correct",-4,1
"R_3zbGs58oamJTd9H","108.61.250.50",2016-03-04 13:39:10.999998,2016-03-04 14:44:06,"Observed","Action",20,18,-2,19,"Observed","Male",20,"Correct",-1,1
"R_eDvBIKWoADqv7PD","58.247.52.2",2016-03-04 13:21:08,2016-03-04 15:29:23,"Observed","Action",20,15,-5,18,"Observed","Female",18,"Correct",-2,3
"R_1R1Qp5D4s8TP6Lj","58.247.52.2",2016-03-04 15:29:06.999998,2016-03-04 15:34:45.000002,"Observed","Action",20,18,-2,19,"Observed","Female",19,"Correct",-1,1
"R_0oXshPlTUAt6nuB","108.61.250.50",2016-03-04 16:10:07,2016-03-04 16:17:03,"Observed","Action",20,9,-11,18,"Observed","Female",21,"Correct",-2,9
"R_8bHCQkDFCBhc7hr","58.247.52.2",2016-03-04 16:15:47.999998,2016-03-04 16:23:59,"Observed","Action",20,19,-1,20,"Observed","Male",21,"Correct",0,1
"R_afmwjy4WR0BT3qR","58.247.52.2",2016-03-03 12:24:50,2016-03-03 12:34:49.999998,"Observed","Action",25,28,3,28,"Observed","Male",19,"Correct",3,0
"R_bDjdLMFwHDB0hkp","58.247.52.2",2016-03-03 13:09:29,2016-03-03 13:14:53.000002,"Observed","Action",25,5,-20,5,"Observed","Female",22,"Correct",-20,0
"R_eLJ36zs9DppZDBb","58.247.52.2",2016-03-03 16:04:12.000002,2016-03-03 16:16:04.999998,"Observed","Action",25,23,-2,24,"Observed","Male",19,"Correct",-1,1
"R_1R1p3EdWuj7YUjX","58.247.52.2",2016-03-04 13:17:04.999998,2016-03-04 13:22:52,"Observed","Action",25,22,-3,23,"Observed","Male",19,"Correct",-2,1
"R_ewX3p18sEfN5LDL","58.247.52.2",2016-03-04 12:40:44,2016-03-04 12:57:04.000002,"Observed","Action",28,20,-8,22,"Observed","Female",20,"Correct",-6,2
"R_esTbNjpBzMNbZXL","58.247.52.2",2016-03-03 13:31:43,2016-03-03 14:54:47.000002,"Observed","Action",30,18,-12,19,"Observed","Female",20,"Correct",-11,1
"R_cMIjUuV3tO23UZT","58.247.52.2",2016-03-03 16:13:13,2016-03-03 16:26:02,"Observed","Action",30,22,-8,22,"Observed","Male",22,"Correct",-8,0
"R_cOdZztcMvl6Iu3j","108.61.250.50",2016-03-04 16:01:31,2016-03-04 16:12:41,"Observed","Action",30,18,-12,18,"Observed","Male",20,"Correct",-12,0
"R_3wJTd32gsXnmI9D","58.247.52.2",2016-03-03 15:45:12.000002,2016-03-03 15:58:55.999998,"Observed","Action",32,25,-7,25,"Observed","Female",20,"Correct",-7,0
"R_4IPrz3FLPL0RvOl","58.247.52.2",2016-03-03 12:29:52.000002,2016-03-03 12:42:28,"Observed","Action",35,15,-20,16,"Observed","Female",22,"Correct",-19,1
"R_5BF5DicHzTz1hQ1","58.247.52.2",2016-03-03 16:57:51,2016-03-04 12:28:53,"Observed","Inaction",NA,7,NA,7,"Observed","Female",17,"Correct",NA,0
"R_5irVYfLAHWxkoS1","58.247.52.2",2016-03-03 12:20:04,2016-03-03 12:32:53,"Observed","Inaction",0,25,NA,25,"Observed","Female",20,"Correct",NA,0
"R_bwNyTQatVNF0BM1","58.247.52.2",2016-03-03 12:24:42.000002,2016-03-03 12:33:42.000002,"Observed","Inaction",0,18,NA,18,"Observed","Female",20,"Correct",NA,0
"R_1SomIcTbG5OFXdr","58.247.52.2",2016-03-03 12:24:35,2016-03-03 12:36:43,"Observed","Inaction",0,24,NA,24,"Observed","Female",19,"Correct",NA,0
"R_b9nGPpkOiFInNWJ","58.247.52.2",2016-03-03 12:35:48,2016-03-03 12:43:11,"Observed","Inaction",0,18,NA,18,"Observed","Male",18,"Correct",NA,0
"R_24cdZfeuW3XWFrT","108.61.250.50",2016-03-03 12:56:25.000002,2016-03-03 13:02:36,"Observed","Inaction",0,18,NA,18,"Observed","Female",18,"Correct",NA,0
"R_eo0doPGZEnI5LCZ","108.61.250.50",2016-03-03 13:13:06.000002,2016-03-03 14:07:17,"Observed","Inaction",0,17,NA,17,"Observed","Male",20,"Correct",NA,0
"R_b2URBFVuxRHCyEd","58.247.52.2",2016-03-03 12:42:55,2016-03-03 15:06:36,"Observed","Inaction",0,25,NA,25,"Observed","Male",19,"Correct",NA,0
"R_e8uQd1Bs1rtTFs1","58.247.52.2",2016-03-03 15:16:23.999998,2016-03-03 15:26:26,"Observed","Inaction",0,17,NA,17,"Observed","Male",23,"Correct",NA,0
"R_0J366s4uL0oYG9L","58.247.52.2",2016-03-03 12:17:32.999998,2016-03-03 15:30:19.000002,"Observed","Inaction",0,17,NA,17,"Observed","Female",18,"Correct",NA,0
"R_cHo9Ck5FBjo5UAl","58.247.52.2",2016-03-03 16:07:36.000002,2016-03-03 16:18:44,"Observed","Inaction",0,21,NA,22,"Observed","Male",20,"Correct",NA,1
"R_8eqooncqYb1rcqh","58.247.52.2",2016-03-03 16:08:14,2016-03-03 16:22:34,"Observed","Inaction",0,23,NA,23,"Observed","Male",20,"Correct",NA,0
"R_8IlSgZCQJlVDKQt","108.61.250.50",2016-03-03 16:03:21,2016-03-03 16:24:43,"Observed","Inaction",0,5,NA,50,"Observed","Male",20,"Correct",NA,45
"R_6Musf14kmeZDEmp","58.247.52.2",2016-03-03 12:40:39,2016-03-03 16:28:48,"Observed","Inaction",0,14,NA,14,"Observed","Female",20,"Correct",NA,0
"R_3dxvj702f0c09QF","108.61.250.50",2016-03-03 16:19:30,2016-03-03 16:30:40,"Observed","Inaction",0,12,NA,12,"Observed","Female",19,"Correct",NA,0
"R_6ExqKKyqooTFjsF","58.247.52.2",2016-03-03 16:25:30.000002,2016-03-03 16:32:34.999998,"Observed","Inaction",0,18,NA,18,"Observed","Female",20,"Correct",NA,0
"R_abidrZAP9NbOxO5","58.247.52.2",2016-03-03 16:28:30,2016-03-03 16:34:40,"Observed","Inaction",0,23,NA,23,"Observed","Male",19,"Correct",NA,0
"R_d6Zu4dsQbFeFmZf","58.247.52.2",2016-03-03 13:03:04.999998,2016-03-03 16:49:59,"Observed","Inaction",0,13,NA,13,"Observed","Female",19,"Correct",NA,0
"R_eqtHY3ZdOzsIswR","58.247.52.2",2016-03-03 16:59:55.000002,2016-03-03 17:08:37,"Observed","Inaction",0,13,NA,16,"Observed","Male",27,"Correct",NA,3
"R_0PxpN5l7XLQ8XgV","58.247.52.2",2016-03-03 17:04:31,2016-03-04 12:25:55.999998,"Observed","Inaction",0,20,NA,21,"Observed","Male",20,"Correct",NA,1
"R_09f4ycwo4sng8IJ","58.247.52.2",2016-03-04 13:28:19.999998,2016-03-04 13:43:49,"Observed","Inaction",0,22,NA,22,"Observed","Male",18,"Correct",NA,0
"R_3KjILrLQLiBpdBP","58.247.52.2",2016-03-04 13:32:53,2016-03-04 14:07:26.000002,"Observed","Inaction",0,16,NA,16,"Observed","Male",18,"Correct",NA,0
"R_8ud08ztdsVWtDnv","108.61.250.50",2016-03-04 14:45:13,2016-03-04 14:59:05,"Observed","Inaction",0,18,NA,18,"Observed","Female",18,"Correct",NA,0
"R_1A1wd1N28tkh5Gd","58.247.52.2",2016-03-04 14:25:51.999998,2016-03-04 15:08:32.999998,"Observed","Inaction",0,11,NA,12,"Observed","Male",17,"Correct",NA,1
"R_8xhHzW3krNBC6Hz","58.247.52.2",2016-03-04 12:12:54,2016-03-04 15:15:15,"Observed","Inaction",0,15,NA,15,"Observed","Male",19,"Correct",NA,0
"R_ei0x17JpHOFUN7v","108.61.250.50",2016-03-04 14:34:09.999998,2016-03-04 15:26:25,"Observed","Inaction",0,18,NA,19,"Observed","Male",19,"Correct",NA,1
"R_3gz3XHQjcc4YBmt","108.61.250.50",2016-03-04 15:23:31,2016-03-04 15:30:38.000002,"Observed","Inaction",0,15,NA,15,"Observed","Male",18,"Correct",NA,0
"R_1STz7jrTaf0YXKl","58.247.52.2",2016-03-04 15:33:25.000002,2016-03-04 15:39:19.999998,"Observed","Inaction",0,16,NA,16,"Observed","Female",19,"Correct",NA,0
"R_8JnmfFD2sfQlZrL","58.247.52.2",2016-03-04 15:38:50,2016-03-04 15:45:30.000002,"Observed","Inaction",0,12,NA,14,"Observed","Female",19,"Correct",NA,2
"R_5dlmfHCKfEU0Oup","58.247.52.2",2016-03-04 15:56:12.000002,2016-03-04 16:06:22,"Observed","Inaction",0,9,NA,11,"Observed","Female",20,"Correct",NA,2
"R_9HvrYg3ibqwQfpX","108.61.250.50",2016-03-04 16:15:51.000002,2016-03-04 16:28:30,"Observed","Inaction",0,14,NA,14,"Observed","Female",24,"Correct",NA,0
"R_esUtXfcGXCjKOVf","108.61.250.50",2016-03-04 16:25:58,2016-03-04 16:35:32,"Observed","Inaction",0,20,NA,21,"Observed","Male",19,"Correct",NA,1
"R_9HWCIVjhVwBvEMd","108.61.250.50",2016-03-04 16:26:47.000002,2016-03-04 16:35:36.000002,"Observed","Inaction",0,22,NA,22,"Observed","Male",20,"Correct",NA,0
"R_1IgI9OqFScxSSrz","58.247.52.2",2016-03-03 12:58:58.000002,2016-03-03 13:05:38.999998,"Observed","Inaction",1,27,NA,27,"Observed","Male",20,"Correct",NA,0
"R_243J0rd8PsrRYSp","58.247.52.2",2016-03-03 15:37:07,2016-03-03 15:57:14,"Observed","Inaction",1,12,NA,13,"Observed","Female",20,"Correct",NA,1
"R_79a8BSvdRGGyFUx","58.247.52.2",2016-03-03 16:48:18.999998,2016-03-04 12:28:08.999998,"Observed","Inaction",1,15,NA,16,"Observed","Female",18,"Correct",NA,1
"R_6QZ4j8lwxA6vGn3","58.247.52.2",2016-03-04 13:48:21,2016-03-04 14:15:27,"Observed","Inaction",1,21,NA,21,"Observed","Female",18,"Correct",NA,0
"R_6zlAcKhf1YEXr0h","108.61.250.50",2016-03-04 14:08:26,2016-03-04 14:15:32.999998,"Observed","Inaction",1,18,NA,18,"Observed","Female",20,"Correct",NA,0
"R_a3MAdkyewvdM4bX","108.61.250.50",2016-03-04 15:26:19,2016-03-04 15:32:38.000002,"Observed","Inaction",1,11,NA,12,"Observed","Female",18,"Correct",NA,1
"R_51jeXzswfxp0uMt","58.247.52.2",2016-03-04 16:03:39,2016-03-04 16:13:24,"Observed","Inaction",1,14,NA,14,"Observed","Female",19,"Correct",NA,0
"R_0e1LIzQNu2RK6b3","108.61.250.50",2016-03-04 16:36:41,2016-03-04 16:45:36,"Observed","Inaction",1,17,NA,18,"Observed","Female",20,"Correct",NA,1
"R_eRu9ial6XYzKVTL","58.247.52.2",2016-03-04 16:55:36.999998,2016-03-04 17:02:48.999998,"Observed","Inaction",1,17,NA,17,"Observed","Female",20,"Correct",NA,0
"R_78xURmqP5iGLh1X","58.247.52.2",2016-03-04 15:17:27.999998,2016-03-04 15:26:22.999998,"Observed","Inaction",2,9,NA,9,"Observed","Female",18,"Correct",NA,0
"R_9TU6Te3794g8CAl","58.247.52.2",2016-03-03 12:32:18.999998,2016-03-03 12:47:06.000002,"Observed","Inaction",3,19,NA,19,"Observed","Female",20,"Correct",NA,0
"R_5yE3rHuLJRRWRRr","58.247.52.2",2016-03-03 12:51:14,2016-03-03 13:00:14,"Observed","Inaction",3,17,NA,17,"Observed","Male",19,"Correct",NA,0
"R_3OsNvXc6RTukRJb","58.247.52.2",2016-03-03 12:36:10.000002,2016-03-03 13:16:44,"Observed","Inaction",3,16,NA,16,"Observed","Male",19,"Correct",NA,0
"R_4VIs8QX6LfUDsMJ","58.247.52.2",2016-03-03 12:48:03,2016-03-03 13:51:08,"Observed","Inaction",3,7,NA,8,"Observed","Female",18,"Correct",NA,1
"R_bf7x7N6cCK7mkDz","58.247.52.2",2016-03-03 13:12:04,2016-03-03 14:38:34.999998,"Observed","Inaction",3,16,NA,16,"Observed","Male",17,"Correct",NA,0
"R_0jmPYpOiVFcJ63r","108.61.250.50",2016-03-03 17:28:04,2016-03-04 12:52:18,"Observed","Inaction",3,4,NA,6,"Observed","Male",19,"Correct",NA,2
"R_bkksqthrEwIgNg1","108.61.250.50",2016-03-04 12:09:39,2016-03-04 13:07:47.000002,"Observed","Inaction",3,20,NA,22,"Observed","Female",19,"Correct",NA,2
"R_4SCzx6V4MSd5ZTT","58.247.52.2",2016-03-04 16:05:08.000002,2016-03-04 16:12:21.000002,"Observed","Inaction",3,14,NA,14,"Observed","Female",20,"Correct",NA,0
"R_d5aFyA42YDqxp5j","58.247.52.2",2016-03-03 17:15:53.999998,2016-03-04 13:14:29,"Observed","Inaction",4,20,NA,20,"Observed","Female",19,"Correct",NA,0
"R_0Txq1qdlnyVaCTX","108.61.250.50",2016-03-04 14:39:53,2016-03-04 15:26:28,"Observed","Inaction",4,18,NA,18,"Observed","Female",20,"Correct",NA,0
"R_2aygTSBpTUqJMpv","108.61.250.50",2016-03-04 15:48:51.999998,2016-03-04 15:56:30,"Observed","Inaction",4,20,NA,21,"Observed","Female",18,"Correct",NA,1
"R_7WMyhgGoHnTbctT","58.247.52.2",2016-03-03 14:55:26,2016-03-03 16:34:57.000002,"Observed","Inaction",5,16,NA,17,"Observed","Male",20,"Correct",NA,1
"R_51MrRswOCiHZ8Kp","108.61.250.50",2016-03-04 12:08:57,2016-03-04 12:38:06,"Observed","Inaction",5,23,NA,23,"Observed","Female",18,"Correct",NA,0
"R_3UEVIryw1LdD7SZ","58.247.52.2",2016-03-04 12:15:24.999998,2016-03-04 15:09:23,"Observed","Inaction",5,16,NA,16,"Observed","Male",18,"Correct",NA,0
"R_7Pt4oABWyww9S5v","61.129.42.14",2016-03-04 15:09:51,2016-03-04 15:22:17,"Observed","Inaction",5,3,NA,23,"Observed","Male",20,"Correct",NA,20
"R_8dgFwpD2nrqhP4F","58.247.52.2",2016-03-03 12:48:44,2016-03-03 13:11:46,"Observed","Inaction",6,16,NA,17,"Observed","Female",19,"Correct",NA,1
"R_3NJudOIynh4aWot","58.247.52.2",2016-03-03 13:03:48,2016-03-03 16:32:05,"Observed","Inaction",6,7,NA,8,"Observed","Female",18,"Correct",NA,1
"R_80WrosUHynox0nX","108.61.250.50",2016-03-04 15:21:01,2016-03-04 15:28:16.999998,"Observed","Inaction",8,15,NA,15,"Observed","Male",20,"Correct",NA,0
"R_eJ47tJao5a16cuh","108.61.250.50",2016-03-04 16:50:04,2016-03-04 17:03:05,"Observed","Inaction",8,23,NA,25,"Unobserved","Female",19,"-2",NA,2
"R_a66nDCPHYtJOmZD","58.247.52.2",2016-03-03 13:26:22,2016-03-03 15:32:06.999998,"Observed","Inaction",9,9,NA,9,"Observed","Female",20,"Correct",NA,0
"R_0j3RMq4Ug47oj3L","108.61.250.50",2016-03-04 14:17:18,2016-03-04 14:23:31.999998,"Observed","Inaction",10,13,NA,14,"Observed","Female",18,"Correct",NA,1
"R_dhheORw9Vnlghil","58.247.52.2",2016-03-04 16:03:50,2016-03-04 16:13:51,"Observed","Inaction",10,13,NA,13,"Observed","Female",19,"Correct",NA,0
"R_5tp4DSxdawCIZLf","61.129.42.14",2016-03-04 13:49:57,2016-03-04 14:02:57.999998,"Observed","Inaction",20,13,NA,13,"Observed","Male",19,"Correct",NA,0
"R_1YXJ2989UnVD6KN","58.247.52.2",2016-03-03 12:17:30.000002,2016-03-03 13:16:10.000002,"Observed","Inaction",25,13,NA,14,"Observed","Female",22,"Correct",NA,1
